"day","treatment","trial_id","trial_uni_id","pic","time","time2","moran_zscore","label"
"6.10.15","Bf Plastic (med)",1,51,"GOPR0899",101,380,-0.350907674424462,"last"
"6.10.15","Bf Plastic (med)",1,51,"GOPR0899",102,385,0.235564469132013,"last"
"6.10.15","Bf Plastic (med)",1,51,"GOPR0899",103,390,-1.09634778217961,"last"
"6.10.15","Bf Plastic (med)",1,51,"GOPR0899",104,395,-1.0803424324981,"last"
"6.10.15","Bf Plastic (med)",1,51,"GOPR0899",105,400,-0.319312981045754,"last"
"6.10.15","Bf Plastic (med)",1,51,"GOPR0899",106,405,-1.33305718205072,"last"
"6.10.15","Bf Plastic (med)",1,51,"GOPR0899",107,410,-0.223350338184252,"last"
"6.10.15","Bf Plastic (med)",1,51,"GOPR0899",108,415,0.0887194343366694,"last"
"6.10.15","Bf Plastic (med)",1,51,"GOPR0899",109,420,-0.0480803434887549,"last"
"6.10.15","Bf Plastic (med)",1,51,"GOPR0899",110,425,1.65081102471335,"last"
"6.10.15","Bf Plastic (med)",1,51,"GOPR0899",111,430,-0.274100348091678,"last"
"6.10.15","Bf Plastic (med)",1,51,"GOPR0899",112,435,1.18721424594856,"last"
"6.10.15","Bf Plastic (med)",1,51,"GOPR0899",113,440,-0.515557185043572,"last"
"6.10.15","Bf Plastic (med)",1,51,"GOPR0899",114,445,-0.161318115413702,"last"
"6.10.15","Bf Plastic (med)",1,51,"GOPR0899",115,450,0.0409411289039154,"last"
"6.10.15","Bf Plastic (med)",1,51,"GOPR0899",116,455,0.371032266157606,"last"
"6.10.15","Bf Plastic (med)",1,51,"GOPR0899",117,460,0.645454403824503,"last"
"6.10.15","Bf Plastic (med)",1,51,"GOPR0899",118,465,-0.524056655173799,"last"
"6.10.15","Bf Plastic (med)",1,51,"GOPR0899",119,470,-0.379346416562992,"last"
"6.10.15","Bf Plastic (med)",1,51,"GOPR0899",120,475,0.243713580255383,"last"
"6.10.15","Bf Plastic (med)",1,51,"GOPR0899",121,480,-0.629551529316627,"last"
"6.10.15","Bf Plastic (med)",1,51,"GOPR0899",122,485,0.326572578646787,"last"
"6.10.15","Bf Plastic (med)",1,51,"GOPR0899",123,490,-0.563816055366659,"last"
"6.10.15","Bf Plastic (med)",1,51,"GOPR0899",124,495,0.0898147595961553,"last"
"6.10.15","Bf Plastic (med)",1,51,"GOPR0899",125,500,-0.49187222706928,"last"
"6.10.15","Bf Plastic (med)",1,51,"GOPR0899",126,505,-0.429404050337846,"last"
"6.10.15","Bf Plastic (med)",1,51,"GOPR0899",127,510,0.346560813870337,"last"
"6.10.15","Bf Plastic (med)",1,51,"GOPR0899",128,515,-0.342482011807588,"last"
"6.10.15","Bf Plastic (med)",1,51,"GOPR0899",129,520,-0.717095763370937,"last"
"6.10.15","Bf Plastic (med)",1,51,"GOPR0899",130,525,-0.124229023903923,"last"
"6.10.15","Bf Plastic (med)",1,51,"GOPR0899",131,530,1.82177207512234,"last"
"6.10.15","Bf Plastic (med)",1,51,"GOPR0899",132,535,0.562208777377914,"last"
"6.10.15","Bf Plastic (med)",1,51,"GOPR0899",133,540,0.0421737325113227,"last"
"6.10.15","Bf Plastic (med)",1,51,"GOPR0899",134,545,-0.344283858128476,"last"
"6.10.15","Bf Plastic (med)",1,51,"GOPR0899",135,550,-0.584053640297452,"last"
"6.10.15","Bf Plastic (med)",1,51,"GOPR0899",136,555,-0.121839619000143,"last"
"6.10.15","Bf Plastic (med)",1,51,"GOPR0899",137,560,-1.62281659352895,"last"
"6.10.15","Bf Plastic (med)",1,51,"GOPR0899",138,565,-0.976722486808527,"last"
"6.10.15","Bf Plastic (med)",1,51,"GOPR0899",139,570,-0.222991274605801,"last"
"6.10.15","Bf Plastic (med)",1,51,"GOPR0899",140,575,-0.339781418469164,"last"
"6.10.15","Bf Plastic (med)",1,51,"GOPR0899",141,580,0.692508960397883,"last"
"6.10.15","Bf Plastic (med)",1,51,"GOPR0899",142,585,0.401242025925953,"last"
"6.10.15","Clean Plastic (high)",1,75,"GOPR0902",1,-120,0.492181587451215,"pre"
"6.10.15","Clean Plastic (high)",1,75,"GOPR0902",2,-115,-0.499041761499342,"pre"
"6.10.15","Clean Plastic (high)",1,75,"GOPR0902",3,-110,-0.8766316111366,"pre"
"6.10.15","Clean Plastic (high)",1,75,"GOPR0902",4,-105,-0.706503175751857,"pre"
"6.10.15","Clean Plastic (high)",1,75,"GOPR0902",5,-100,-0.305897633784572,"pre"
"6.10.15","Clean Plastic (high)",1,75,"GOPR0902",6,-95,2.02713212561638,"pre"
"6.10.15","Clean Plastic (high)",1,75,"GOPR0902",7,-90,1.31721022132372,"pre"
"6.10.15","Clean Plastic (high)",1,75,"GOPR0902",8,-85,0.658239720849474,"pre"
"6.10.15","Clean Plastic (high)",1,75,"GOPR0902",9,-80,0.782156808418186,"pre"
"6.10.15","Clean Plastic (high)",1,75,"GOPR0902",10,-75,2.27059372783658,"pre"
"6.10.15","Clean Plastic (high)",1,75,"GOPR0902",11,-70,0.319462018477075,"pre"
