Video name,Date recorded,Treatment,Screenshot order,Pre or post,Screenshot time,Quadrat,# Non-rheotactic,Total # fish,Proportion fish non-rheotactic,Observer
GOPR1435,7/18/15,Food,36,post,3:00,2,2,37,0.054054054,LY
GOPR1435,7/18/15,Food,37,post,3:05,3,18,30,0.6,LY
GOPR1435,7/18/15,Food,38,post,3:10,3,25,26,0.961538462,LY
GOPR1435,7/18/15,Food,39,post,3:15,4,0,3,0,LY
GOPR1435,7/18/15,Food,40,post,3:20,1,34,92,0.369565217,LY
GOPR1435,7/18/15,Food,41,post,3:25,4,6,28,0.214285714,LY
GOPR1435,7/18/15,Food,42,post,3:30,3,14,40,0.35,LY
GOPR1435,7/18/15,Food,43,post,3:35,4,2,11,0.181818182,LY
GOPR1435,7/18/15,Food,44,post,3:40,4,5,41,0.12195122,LY
GOPR1435,7/18/15,Food,45,post,3:45,1,11,73,0.150684932,LY
GOPR1453,7/19/15,Bf Plastic (high),9,pre,0:45,1,3,64,0.046875,LY
GOPR1453,7/19/15,Bf Plastic (high),10,pre,0:50,4,3,51,0.058823529,LY
GOPR1453,7/19/15,Bf Plastic (high),11,pre,0:55,4,2,48,0.041666667,LY
GOPR1453,7/19/15,Bf Plastic (high),12,pre,1:00,4,6,48,0.125,LY
GOPR1453,7/19/15,Bf Plastic (high),13,pre,1:05,1,1,45,0.022222222,LY
GOPR1453,7/19/15,Bf Plastic (high),14,pre,1:10,4,0,42,0,LY
GOPR1453,7/19/15,Bf Plastic (high),15,pre,1:15,2,3,30,0.1,LY
GOPR1453,7/19/15,Bf Plastic (high),16,pre,1:20,3,1,36,0.027777778,LY
GOPR1453,7/19/15,Bf Plastic (high),17,pre,1:25,4,1,37,0.027027027,LY
GOPR1453,7/19/15,Bf Plastic (high),18,pre,1:30,3,4,43,0.093023256,LY
GOPR1453,7/19/15,Bf Plastic (high),19,pre,1:35,2,1,43,0.023255814,LY
GOPR1453,7/19/15,Bf Plastic (high),20,pre,1:40,3,4,38,0.105263158,LY
GOPR1453,7/19/15,Bf Plastic (high),21,pre,1:45,1,1,49,0.020408163,LY
GOPR1453,7/19/15,Bf Plastic (high),22,pre,1:50,1,1,38,0.026315789,LY
GOPR1453,7/19/15,Bf Plastic (high),23,pre,1:55,2,3,35,0.085714286,LY
GOPR1453,7/19/15,Bf Plastic (high),24,pre,2:00,2,2,29,0.068965517,LY
GOPR1453,7/19/15,Bf Plastic (high),25,post,2:05,1,1,56,0.017857143,LY
GOPR1453,7/19/15,Bf Plastic (high),26,post,2:10,3,0,45,0,LY
GOPR1453,7/19/15,Bf Plastic (high),27,post,2:15,3,0,39,0,LY
GOPR1453,7/19/15,Bf Plastic (high),28,post,2:20,1,16,52,0.307692308,LY
GOPR1453,7/19/15,Bf Plastic (high),29,post,2:25,3,4,59,0.06779661,LY
GOPR1453,7/19/15,Bf Plastic (high),30,post,2:30,1,7,11,0.636363636,LY
GOPR1453,7/19/15,Bf Plastic (high),31,post,2:35,4,21,42,0.5,LY
GOPR1453,7/19/15,Bf Plastic (high),32,post,2:40,2,6,6,1,LY
GOPR1453,7/19/15,Bf Plastic (high),33,post,2:45,3,11,26,0.423076923,LY
GOPR1453,7/19/15,Bf Plastic (high),34,post,2:50,1,2,5,0.4,LY
GOPR1453,7/19/15,Bf Plastic (high),35,post,2:55,3,3,5,0.6,LY
GOPR1453,7/19/15,Bf Plastic (high),36,post,3:00,1,43,66,0.651515152,LY
GOPR1453,7/19/15,Bf Plastic (high),37,post,3:05,3,28,43,0.651162791,LY
GOPR1453,7/19/15,Bf Plastic (high),38,post,3:10,3,9,39,0.230769231,LY
GOPR1453,7/19/15,Bf Plastic (high),39,post,3:15,1,21,53,0.396226415,LY
GOPR1453,7/19/15,Bf Plastic (high),40,post,3:20,4,1,10,0.1,LY
GOPR1453,7/19/15,Bf Plastic (high),41,post,3:25,4,3,16,0.1875,LY
GOPR1453,7/19/15,Bf Plastic (high),42,post,3:30,2,0,2,0,LY
GOPR1453,7/19/15,Bf Plastic (high),43,post,3:35,4,25,58,0.431034483,LY
GOPR1453,7/19/15,Bf Plastic (high),44,post,3:40,2,5,27,0.185185185,LY
GOPR1453,7/19/15,Bf Plastic (high),45,post,3:45,1,18,52,0.346153846,LY
GOPR1456,7/19/15,Krill odor (high),9,pre,0:45,1,0,38,0,LY
GOPR1456,7/19/15,Krill odor (high),10,pre,0:50,1,2,59,0.033898305,LY
GOPR1456,7/19/15,Krill odor (high),11,pre,0:55,1,3,51,0.058823529,LY
GOPR1456,7/19/15,Krill odor (high),12,pre,1:00,1,3,54,0.055555556,LY
GOPR1456,7/19/15,Krill odor (high),13,pre,1:05,2,2,31,0.064516129,LY
GOPR1456,7/19/15,Krill odor (high),14,pre,1:10,1,2,56,0.035714286,LY
GOPR1456,7/19/15,Krill odor (high),15,pre,1:15,4,0,35,0,LY
GOPR1456,7/19/15,Krill odor (high),16,pre,1:20,3,1,38,0.026315789,LY
GOPR1456,7/19/15,Krill odor (high),17,pre,1:25,2,3,29,0.103448276,LY
GOPR1456,7/19/15,Krill odor (high),18,pre,1:30,1,3,45,0.066666667,LY
GOPR1456,7/19/15,Krill odor (high),19,pre,1:35,2,1,43,0.023255814,LY
GOPR1456,7/19/15,Krill odor (high),20,pre,1:40,2,2,34,0.058823529,LY
GOPR1456,7/19/15,Krill odor (high),21,pre,1:45,3,0,37,0,LY
GOPR1456,7/19/15,Krill odor (high),22,pre,1:50,4,1,40,0.025,LY
GOPR1456,7/19/15,Krill odor (high),23,pre,1:55,1,0,52,0,LY
GOPR1456,7/19/15,Krill odor (high),24,pre,2:00,1,5,40,0.125,LY
GOPR1456,7/19/15,Krill odor (high),25,post,2:05,1,3,41,0.073170732,LY
GOPR1456,7/19/15,Krill odor (high),26,post,2:10,3,0,37,0,LY
GOPR1456,7/19/15,Krill odor (high),27,post,2:15,3,1,33,0.03030303,LY
GOPR1456,7/19/15,Krill odor (high),28,post,2:20,2,1,44,0.022727273,LY
GOPR1456,7/19/15,Krill odor (high),29,post,2:25,2,8,52,0.153846154,LY
GOPR1456,7/19/15,Krill odor (high),30,post,2:30,3,13,13,1,LY
GOPR1456,7/19/15,Krill odor (high),31,post,2:35,3,5,8,0.625,LY
GOPR1456,7/19/15,Krill odor (high),32,post,2:40,2,16,51,0.31372549,LY
GOPR1456,7/19/15,Krill odor (high),33,post,2:45,3,14,24,0.583333333,LY
GOPR1456,7/19/15,Krill odor (high),34,post,2:50,3,4,23,0.173913043,LY
GOPR1456,7/19/15,Krill odor (high),35,post,2:55,2,13,38,0.342105263,LY
GOPR1456,7/19/15,Krill odor (high),36,post,3:00,2,8,31,0.258064516,LY
GOPR1456,7/19/15,Krill odor (high),37,post,3:05,4,2,3,0.666666667,LY
GOPR1456,7/19/15,Krill odor (high),38,post,3:10,2,19,51,0.37254902,LY
GOPR1456,7/19/15,Krill odor (high),39,post,3:15,2,5,22,0.227272727,LY
GOPR1456,7/19/15,Krill odor (high),40,post,3:20,1,21,60,0.35,LY
GOPR1456,7/19/15,Krill odor (high),41,post,3:25,3,11,32,0.34375,LY
GOPR1456,7/19/15,Krill odor (high),42,post,3:30,2,1,21,0.047619048,LY
GOPR1456,7/19/15,Krill odor (high),43,post,3:35,4,4,21,0.19047619,LY
GOPR1456,7/19/15,Krill odor (high),44,post,3:40,4,6,13,0.461538462,LY
GOPR1456,7/19/15,Krill odor (high),45,post,3:45,3,1,16,0.0625,LY
GOPR1460,7/19/15,Clean Plastic (high),9,pre,0:45,1,4,54,0.074074074,LY
GOPR1460,7/19/15,Clean Plastic (high),10,pre,0:50,3,3,49,0.06122449,LY
GOPR1460,7/19/15,Clean Plastic (high),11,pre,0:55,2,0,45,0,LY
GOPR1460,7/19/15,Clean Plastic (high),12,pre,1:00,3,1,30,0.033333333,LY
GOPR1460,7/19/15,Clean Plastic (high),13,pre,1:05,1,1,47,0.021276596,LY
GOPR1460,7/19/15,Clean Plastic (high),14,pre,1:10,4,1,39,0.025641026,LY
GOPR1460,7/19/15,Clean Plastic (high),15,pre,1:15,2,2,37,0.054054054,LY
GOPR1460,7/19/15,Clean Plastic (high),16,pre,1:20,3,3,49,0.06122449,LY
GOPR1460,7/19/15,Clean Plastic (high),17,pre,1:25,4,0,38,0,LY
GOPR1460,7/19/15,Clean Plastic (high),18,pre,1:30,1,2,44,0.045454545,LY
GOPR1460,7/19/15,Clean Plastic (high),19,pre,1:35,4,1,26,0.038461538,LY
GOPR1460,7/19/15,Clean Plastic (high),20,pre,1:40,4,1,35,0.028571429,LY
GOPR1460,7/19/15,Clean Plastic (high),21,pre,1:45,2,2,46,0.043478261,LY
GOPR1460,7/19/15,Clean Plastic (high),22,pre,1:50,2,0,56,0,LY
GOPR1460,7/19/15,Clean Plastic (high),23,pre,1:55,1,1,53,0.018867925,LY
GOPR1460,7/19/15,Clean Plastic (high),24,pre,2:00,4,2,46,0.043478261,LY
GOPR1460,7/19/15,Clean Plastic (high),25,post,2:05,4,4,46,0.086956522,LY
GOPR1460,7/19/15,Clean Plastic (high),26,post,2:10,1,0,35,0,LY
GOPR1460,7/19/15,Clean Plastic (high),27,post,2:15,4,0,43,0,LY
GOPR1460,7/19/15,Clean Plastic (high),28,post,2:20,2,3,49,0.06122449,LY
GOPR1460,7/19/15,Clean Plastic (high),29,post,2:25,2,2,39,0.051282051,LY
GOPR1460,7/19/15,Clean Plastic (high),30,post,2:30,2,1,49,0.020408163,LY
GOPR1460,7/19/15,Clean Plastic (high),31,post,2:35,1,1,49,0.020408163,LY
GOPR1460,7/19/15,Clean Plastic (high),32,post,2:40,3,0,38,0,LY
GOPR1460,7/19/15,Clean Plastic (high),33,post,2:45,2,5,51,0.098039216,LY
GOPR1460,7/19/15,Clean Plastic (high),34,post,2:50,2,4,47,0.085106383,LY
GOPR1460,7/19/15,Clean Plastic (high),35,post,2:55,1,5,55,0.090909091,LY
GOPR1460,7/19/15,Clean Plastic (high),36,post,3:00,3,1,38,0.026315789,LY
GOPR1460,7/19/15,Clean Plastic (high),37,post,3:05,3,1,32,0.03125,LY
GOPR1460,7/19/15,Clean Plastic (high),38,post,3:10,1,3,50,0.06,LY
GOPR1460,7/19/15,Clean Plastic (high),39,post,3:15,1,3,52,0.057692308,LY
GOPR1460,7/19/15,Clean Plastic (high),40,post,3:20,2,2,58,0.034482759,LY
GOPR1460,7/19/15,Clean Plastic (high),41,post,3:25,1,2,37,0.054054054,LY
GOPR1460,7/19/15,Clean Plastic (high),42,post,3:30,1,0,43,0,LY
GOPR1460,7/19/15,Clean Plastic (high),43,post,3:35,2,2,42,0.047619048,LY
GOPR1460,7/19/15,Clean Plastic (high),44,post,3:40,4,3,40,0.075,LY
GOPR1460,7/19/15,Clean Plastic (high),45,post,3:45,4,1,37,0.027027027,LY
GOPR1480,7/20/15,SW Control,9,pre,0:45,4,0,21,0,LY
GOPR1480,7/20/15,SW Control,10,pre,0:50,3,3,42,0.071428571,LY
GOPR1480,7/20/15,SW Control,11,pre,0:55,3,0,39,0,LY
GOPR1480,7/20/15,SW Control,12,pre,1:00,2,0,40,0,LY
GOPR1480,7/20/15,SW Control,13,pre,1:05,1,3,64,0.046875,LY
GOPR1480,7/20/15,SW Control,14,pre,1:10,1,4,51,0.078431373,LY
GOPR1480,7/20/15,SW Control,15,pre,1:15,3,2,36,0.055555556,LY
GOPR1480,7/20/15,SW Control,16,pre,1:20,2,6,50,0.12,LY
GOPR1480,7/20/15,SW Control,17,pre,1:25,3,0,39,0,LY
GOPR1480,7/20/15,SW Control,18,pre,1:30,4,1,31,0.032258065,LY
GOPR1480,7/20/15,SW Control,19,pre,1:35,3,0,46,0,LY
GOPR1480,7/20/15,SW Control,20,pre,1:40,4,0,25,0,LY
GOPR1480,7/20/15,SW Control,21,pre,1:45,3,0,37,0,LY
GOPR1480,7/20/15,SW Control,22,pre,1:50,3,1,40,0.025,LY
GOPR1480,7/20/15,SW Control,23,pre,1:55,1,2,63,0.031746032,LY
GOPR1480,7/20/15,SW Control,24,pre,2:00,1,2,46,0.043478261,LY
GOPR1480,7/20/15,SW Control,25,post,2:05,1,1,49,0.020408163,LY
GOPR1480,7/20/15,SW Control,26,post,2:10,3,2,37,0.054054054,LY
GOPR1480,7/20/15,SW Control,27,post,2:15,2,2,58,0.034482759,LY
GOPR1480,7/20/15,SW Control,28,post,2:20,2,7,65,0.107692308,LY
GOPR1480,7/20/15,SW Control,29,post,2:25,4,1,40,0.025,LY
GOPR1480,7/20/15,SW Control,30,post,2:30,3,0,26,0,LY
GOPR1480,7/20/15,SW Control,31,post,2:35,1,3,35,0.085714286,LY
GOPR1480,7/20/15,SW Control,32,post,2:40,3,0,42,0,LY
GOPR1480,7/20/15,SW Control,33,post,2:45,4,0,45,0,LY
GOPR1480,7/20/15,SW Control,34,post,2:50,2,1,39,0.025641026,LY
GOPR1480,7/20/15,SW Control,35,post,2:55,1,3,49,0.06122449,LY
GOPR1480,7/20/15,SW Control,36,post,3:00,1,5,57,0.087719298,LY
GOPR1480,7/20/15,SW Control,37,post,3:05,4,2,31,0.064516129,LY
GOPR1480,7/20/15,SW Control,38,post,3:10,3,0,48,0,LY
GOPR1480,7/20/15,SW Control,39,post,3:15,3,1,43,0.023255814,LY
GOPR1480,7/20/15,SW Control,40,post,3:20,4,2,39,0.051282051,LY
GOPR1480,7/20/15,SW Control,41,post,3:25,1,1,56,0.017857143,LY
GOPR1480,7/20/15,SW Control,42,post,3:30,3,1,36,0.027777778,LY
GOPR1480,7/20/15,SW Control,43,post,3:35,3,0,43,0,LY
GOPR1480,7/20/15,SW Control,44,post,3:40,4,1,44,0.022727273,LY
GOPR1480,7/20/15,SW Control,45,post,3:45,1,2,47,0.042553191,LY
GOPR1483,7/20/15,Krill odor (high),9,pre,0:45,2,1,42,0.023809524,LY
GOPR1483,7/20/15,Krill odor (high),10,pre,0:50,4,1,45,0.022222222,LY
GOPR1483,7/20/15,Krill odor (high),11,pre,0:55,3,1,41,0.024390244,LY
GOPR1483,7/20/15,Krill odor (high),12,pre,1:00,2,0,54,0,LY
GOPR1483,7/20/15,Krill odor (high),13,pre,1:05,3,1,34,0.029411765,LY
GOPR1483,7/20/15,Krill odor (high),14,pre,1:10,2,2,56,0.035714286,LY
GOPR1483,7/20/15,Krill odor (high),15,pre,1:15,4,0,54,0,LY
GOPR1483,7/20/15,Krill odor (high),16,pre,1:20,4,2,52,0.038461538,LY
GOPR1483,7/20/15,Krill odor (high),17,pre,1:25,2,2,35,0.057142857,LY
GOPR1483,7/20/15,Krill odor (high),18,pre,1:30,2,0,34,0,LY
GOPR1483,7/20/15,Krill odor (high),19,pre,1:35,4,4,61,0.06557377,LY
GOPR1483,7/20/15,Krill odor (high),20,pre,1:40,3,1,46,0.02173913,LY
GOPR1483,7/20/15,Krill odor (high),21,pre,1:45,1,1,49,0.020408163,LY
GOPR1483,7/20/15,Krill odor (high),22,pre,1:50,1,1,52,0.019230769,LY
GOPR1483,7/20/15,Krill odor (high),23,pre,1:55,4,0,34,0,LY
GOPR1483,7/20/15,Krill odor (high),24,pre,2:00,2,0,52,0,LY
GOPR1483,7/20/15,Krill odor (high),25,post,2:05,4,1,41,0.024390244,LY
GOPR1483,7/20/15,Krill odor (high),26,post,2:10,2,1,51,0.019607843,LY
GOPR1483,7/20/15,Krill odor (high),27,post,2:15,1,0,45,0,LY
GOPR1483,7/20/15,Krill odor (high),28,post,2:20,4,0,52,0,LY
GOPR1483,7/20/15,Krill odor (high),29,post,2:25,2,2,57,0.035087719,LY
GOPR1483,7/20/15,Krill odor (high),30,post,2:30,3,4,36,0.111111111,LY
GOPR1483,7/20/15,Krill odor (high),31,post,2:35,4,18,51,0.352941176,LY
GOPR1483,7/20/15,Krill odor (high),32,post,2:40,2,21,56,0.375,LY
GOPR1483,7/20/15,Krill odor (high),33,post,2:45,3,4,11,0.363636364,LY
GOPR1483,7/20/15,Krill odor (high),34,post,2:50,4,4,21,0.19047619,LY
GOPR1483,7/20/15,Krill odor (high),35,post,2:55,2,13,21,0.619047619,LY
GOPR1483,7/20/15,Krill odor (high),36,post,3:00,4,1,1,1,LY
GOPR1483,7/20/15,Krill odor (high),37,post,3:05,3,7,49,0.142857143,LY
GOPR1483,7/20/15,Krill odor (high),38,post,3:10,4,1,1,1,LY
GOPR1483,7/20/15,Krill odor (high),39,post,3:15,4,1,2,0.5,LY
GOPR1483,7/20/15,Krill odor (high),40,post,3:20,3,56,85,0.658823529,LY
GOPR1483,7/20/15,Krill odor (high),41,post,3:25,2,38,39,0.974358974,LY
GOPR1483,7/20/15,Krill odor (high),42,post,3:30,1,14,53,0.264150943,LY
GOPR1483,7/20/15,Krill odor (high),43,post,3:35,4,8,25,0.32,LY
GOPR1483,7/20/15,Krill odor (high),44,post,3:40,2,15,31,0.483870968,LY
GOPR1483,7/20/15,Krill odor (high),45,post,3:45,4,0,10,0,LY
GOPR1486,7/20/15,Bf Plastic (high),9,pre,0:45,1,0,37,0,LY
GOPR1486,7/20/15,Bf Plastic (high),10,pre,0:50,4,1,40,0.025,LY
GOPR1486,7/20/15,Bf Plastic (high),11,pre,0:55,2,0,48,0,LY
GOPR1486,7/20/15,Bf Plastic (high),12,pre,1:00,4,1,40,0.025,LY
GOPR1486,7/20/15,Bf Plastic (high),13,pre,1:05,1,3,62,0.048387097,LY
GOPR1486,7/20/15,Bf Plastic (high),14,pre,1:10,4,0,44,0,LY
GOPR1486,7/20/15,Bf Plastic (high),15,pre,1:15,3,0,40,0,LY
GOPR1486,7/20/15,Bf Plastic (high),16,pre,1:20,3,2,41,0.048780488,LY
GOPR1486,7/20/15,Bf Plastic (high),17,pre,1:25,2,0,37,0,LY
GOPR1486,7/20/15,Bf Plastic (high),18,pre,1:30,2,0,35,0,LY
GOPR1486,7/20/15,Bf Plastic (high),19,pre,1:35,1,0,51,0,LY
GOPR1486,7/20/15,Bf Plastic (high),20,pre,1:40,1,2,52,0.038461538,LY
GOPR1486,7/20/15,Bf Plastic (high),21,pre,1:45,1,0,46,0,LY
GOPR1486,7/20/15,Bf Plastic (high),22,pre,1:50,2,0,35,0,LY
GOPR1486,7/20/15,Bf Plastic (high),23,pre,1:55,3,0,64,0,LY
GOPR1486,7/20/15,Bf Plastic (high),24,pre,2:00,4,0,39,0,LY
GOPR1486,7/20/15,Bf Plastic (high),25,post,2:05,4,0,37,0,LY
GOPR1486,7/20/15,Bf Plastic (high),26,post,2:10,2,2,44,0.045454545,LY
GOPR1486,7/20/15,Bf Plastic (high),27,post,2:15,3,3,40,0.075,LY
GOPR1486,7/20/15,Bf Plastic (high),28,post,2:20,2,0,41,0,LY
GOPR1486,7/20/15,Bf Plastic (high),29,post,2:25,3,16,48,0.333333333,LY
GOPR1486,7/20/15,Bf Plastic (high),30,post,2:30,3,10,34,0.294117647,LY
GOPR1486,7/20/15,Bf Plastic (high),31,post,2:35,3,2,12,0.166666667,LY
GOPR1486,7/20/15,Bf Plastic (high),32,post,2:40,1,2,35,0.057142857,LY
GOPR1486,7/20/15,Bf Plastic (high),33,post,2:45,1,2,27,0.074074074,LY
GOPR1486,7/20/15,Bf Plastic (high),34,post,2:50,3,3,9,0.333333333,LY
GOPR1486,7/20/15,Bf Plastic (high),35,post,2:55,2,39,106,0.367924528,LY
GOPR1486,7/20/15,Bf Plastic (high),36,post,3:00,3,4,8,0.5,LY
GOPR1486,7/20/15,Bf Plastic (high),37,post,3:05,2,14,27,0.518518519,LY
GOPR1486,7/20/15,Bf Plastic (high),38,post,3:10,4,8,10,0.8,LY
GOPR1486,7/20/15,Bf Plastic (high),39,post,3:15,3,17,62,0.274193548,LY
GOPR1486,7/20/15,Bf Plastic (high),40,post,3:20,3,12,45,0.266666667,LY
GOPR1486,7/20/15,Bf Plastic (high),41,post,3:25,4,1,12,0.083333333,LY
GOPR1486,7/20/15,Bf Plastic (high),42,post,3:30,4,1,19,0.052631579,LY
GOPR1486,7/20/15,Bf Plastic (high),43,post,3:35,3,3,45,0.066666667,LY
GOPR1486,7/20/15,Bf Plastic (high),44,post,3:40,1,14,64,0.21875,LY
GOPR1486,7/20/15,Bf Plastic (high),45,post,3:45,3,7,61,0.114754098,LY
GOPR1489,7/20/15,Food,9,pre,0:45,3,2,36,0.055555556,LY
GOPR1489,7/20/15,Food,10,pre,0:50,3,2,33,0.060606061,LY
GOPR1489,7/20/15,Food,11,pre,0:55,1,0,41,0,LY
GOPR1489,7/20/15,Food,12,pre,1:00,1,3,41,0.073170732,LY
GOPR1489,7/20/15,Food,13,pre,1:05,3,0,40,0,LY
GOPR1489,7/20/15,Food,14,pre,1:10,4,0,39,0,LY
GOPR1489,7/20/15,Food,15,pre,1:15,4,0,40,0,LY
GOPR1489,7/20/15,Food,16,pre,1:20,4,2,34,0.058823529,LY
GOPR1489,7/20/15,Food,17,pre,1:25,2,0,53,0,LY
GOPR1489,7/20/15,Food,18,pre,1:30,1,1,44,0.022727273,LY
GOPR1489,7/20/15,Food,19,pre,1:35,2,0,30,0,LY
GOPR1489,7/20/15,Food,20,pre,1:40,3,0,42,0,LY
GOPR1489,7/20/15,Food,21,pre,1:45,1,0,35,0,LY
GOPR1489,7/20/15,Food,22,pre,1:50,4,1,39,0.025641026,LY
GOPR1489,7/20/15,Food,23,pre,1:55,1,0,47,0,LY
GOPR1489,7/20/15,Food,24,pre,2:00,1,3,51,0.058823529,LY
GOPR1489,7/20/15,Food,25,post,2:05,1,4,47,0.085106383,LY
GOPR1489,7/20/15,Food,26,post,2:10,1,5,41,0.12195122,LY
GOPR1489,7/20/15,Food,27,post,2:15,2,2,29,0.068965517,LY
GOPR1489,7/20/15,Food,28,post,2:20,2,1,2,0.5,LY
GOPR1489,7/20/15,Food,29,post,2:25,3,15,97,0.154639175,LY
GOPR1489,7/20/15,Food,30,post,2:30,3,28,93,0.301075269,LY
GOPR1489,7/20/15,Food,31,post,2:35,2,0,0,0,LY
GOPR1489,7/20/15,Food,32,post,2:40,2,11,11,1,LY
GOPR1489,7/20/15,Food,33,post,2:45,3,1,1,1,LY
GOPR1489,7/20/15,Food,34,post,2:50,1,12,15,0.8,LY
GOPR1489,7/20/15,Food,35,post,2:55,3,2,3,0.666666667,LY
GOPR1489,7/20/15,Food,36,post,3:00,3,5,12,0.416666667,LY
GOPR1489,7/20/15,Food,37,post,3:05,3,3,6,0.5,LY
GOPR1489,7/20/15,Food,38,post,3:10,2,1,8,0.125,LY
GOPR1489,7/20/15,Food,39,post,3:15,3,17,48,0.354166667,LY
GOPR1489,7/20/15,Food,40,post,3:20,1,15,33,0.454545455,LY
GOPR1489,7/20/15,Food,41,post,3:25,4,13,45,0.288888889,LY
GOPR1489,7/20/15,Food,42,post,3:30,4,21,27,0.777777778,LY
GOPR1489,7/20/15,Food,43,post,3:35,4,11,15,0.733333333,LY
GOPR1489,7/20/15,Food,44,post,3:40,1,35,58,0.603448276,LY
GOPR1489,7/20/15,Food,45,post,3:45,4,1,6,0.166666667,LY
GOPR1792,8/5/15,Clean Plastic (high),9,pre,0:45,3,0,36,0,KO
GOPR1792,8/5/15,Clean Plastic (high),10,pre,0:50,1,2,41,0.048780488,KO
GOPR1792,8/5/15,Clean Plastic (high),11,pre,0:55,4,1,38,0.026315789,KO
GOPR1792,8/5/15,Clean Plastic (high),12,pre,1:00,4,1,44,0.022727273,KO
GOPR1792,8/5/15,Clean Plastic (high),13,pre,1:05,1,4,56,0.071428571,KO
GOPR1792,8/5/15,Clean Plastic (high),14,pre,1:10,3,0,33,0,KO
GOPR1792,8/5/15,Clean Plastic (high),15,pre,1:15,4,4,46,0.086956522,KO
GOPR1792,8/5/15,Clean Plastic (high),16,pre,1:20,1,2,43,0.046511628,KO
GOPR1792,8/5/15,Clean Plastic (high),17,pre,1:25,3,0,39,0,KO
GOPR1792,8/5/15,Clean Plastic (high),18,pre,1:30,3,1,38,0.026315789,KO
GOPR1792,8/5/15,Clean Plastic (high),19,pre,1:35,3,5,37,0.135135135,KO
GOPR1792,8/5/15,Clean Plastic (high),20,pre,1:40,1,2,50,0.04,KO
GOPR1792,8/5/15,Clean Plastic (high),21,pre,1:45,3,1,37,0.027027027,KO
GOPR1792,8/5/15,Clean Plastic (high),22,pre,1:50,2,3,42,0.071428571,KO
GOPR1792,8/5/15,Clean Plastic (high),23,pre,1:55,1,6,57,0.105263158,KO
GOPR1792,8/5/15,Clean Plastic (high),24,pre,2:00,4,2,34,0.058823529,KO
GOPR1792,8/5/15,Clean Plastic (high),25,post,2:05,3,9,47,0.191489362,KO
GOPR1792,8/5/15,Clean Plastic (high),26,post,2:10,4,3,4,0.75,KO
GOPR1792,8/5/15,Clean Plastic (high),27,post,2:15,1,34,62,0.548387097,KO
GOPR1792,8/5/15,Clean Plastic (high),28,post,2:20,4,4,10,0.4,KO
GOPR1792,8/5/15,Clean Plastic (high),29,post,2:25,2,12,37,0.324324324,KO
GOPR1792,8/5/15,Clean Plastic (high),30,post,2:30,1,16,69,0.231884058,KO
GOPR1792,8/5/15,Clean Plastic (high),31,post,2:35,2,4,58,0.068965517,KO
GOPR1792,8/5/15,Clean Plastic (high),32,post,2:40,2,6,55,0.109090909,KO
GOPR1792,8/5/15,Clean Plastic (high),33,post,2:45,1,7,42,0.166666667,KO
GOPR1792,8/5/15,Clean Plastic (high),34,post,2:50,1,4,34,0.117647059,KO
GOPR1792,8/5/15,Clean Plastic (high),35,post,2:55,4,1,48,0.020833333,KO
GOPR1792,8/5/15,Clean Plastic (high),36,post,3:00,2,2,34,0.058823529,KO
GOPR1792,8/5/15,Clean Plastic (high),37,post,3:05,2,3,47,0.063829787,KO
GOPR1792,8/5/15,Clean Plastic (high),38,post,3:10,3,0,32,0,KO
GOPR1792,8/5/15,Clean Plastic (high),39,post,3:15,3,3,46,0.065217391,KO
GOPR1792,8/5/15,Clean Plastic (high),40,post,3:20,4,2,39,0.051282051,KO
GOPR1792,8/5/15,Clean Plastic (high),41,post,3:25,2,2,37,0.054054054,KO
GOPR1792,8/5/15,Clean Plastic (high),42,post,3:30,1,9,58,0.155172414,KO
GOPR1792,8/5/15,Clean Plastic (high),43,post,3:35,3,1,26,0.038461538,KO
GOPR1792,8/5/15,Clean Plastic (high),44,post,3:40,1,5,47,0.106382979,KO
GOPR1792,8/5/15,Clean Plastic (high),45,post,3:45,1,6,44,0.136363636,KO
GOPR1795,8/5/15,Krill odor (high),9,pre,0:45,1,5,51,0.098039216,KO
GOPR1795,8/5/15,Krill odor (high),10,pre,0:50,2,3,34,0.088235294,KO
GOPR1795,8/5/15,Krill odor (high),11,pre,0:55,1,4,52,0.076923077,KO
GOPR1795,8/5/15,Krill odor (high),12,pre,1:00,4,4,42,0.095238095,KO
GOPR1795,8/5/15,Krill odor (high),13,pre,1:05,4,2,40,0.05,KO
GOPR1795,8/5/15,Krill odor (high),14,pre,1:10,1,3,42,0.071428571,KO
GOPR1795,8/5/15,Krill odor (high),15,pre,1:15,4,1,45,0.022222222,KO
GOPR1795,8/5/15,Krill odor (high),16,pre,1:20,2,3,44,0.068181818,KO
GOPR1795,8/5/15,Krill odor (high),17,pre,1:25,3,1,42,0.023809524,KO
GOPR1795,8/5/15,Krill odor (high),18,pre,1:30,4,2,42,0.047619048,KO
GOPR1795,8/5/15,Krill odor (high),19,pre,1:35,2,1,29,0.034482759,KO
GOPR1795,8/5/15,Krill odor (high),20,pre,1:40,2,2,50,0.04,KO
GOPR1795,8/5/15,Krill odor (high),21,pre,1:45,1,3,39,0.076923077,KO
GOPR1795,8/5/15,Krill odor (high),22,pre,1:50,2,0,34,0,KO
GOPR1795,8/5/15,Krill odor (high),23,pre,1:55,4,1,44,0.022727273,KO
GOPR1795,8/5/15,Krill odor (high),24,pre,2:00,1,5,51,0.098039216,KO
