Video name,Date recorded,Treatment,Screenshot order,Pre or post,Screenshot time,Quadrat,# Non-rheotactic,Total # fish,Proportion fish non-rheotactic,Observer
GOPR0865,6/8/15,Krill odor (low),11,pre,0:55,2,0,69,0,AL
GOPR0865,6/8/15,Krill odor (low),12,pre,1:00,3,0,74,0,AL
GOPR0865,6/8/15,Krill odor (low),13,pre,1:05,3,0,67,0,AL
GOPR0865,6/8/15,Krill odor (low),14,pre,1:10,2,3,68,0.044117647,AL
GOPR0865,6/8/15,Krill odor (low),15,pre,1:15,2,0,76,0,AL
GOPR0865,6/8/15,Krill odor (low),16,pre,1:20,1,1,86,0.011627907,AL
GOPR0865,6/8/15,Krill odor (low),17,pre,1:25,4,2,68,0.029411765,AL
GOPR0865,6/8/15,Krill odor (low),18,pre,1:30,3,0,54,0,AL
GOPR0865,6/8/15,Krill odor (low),19,pre,1:35,4,0,53,0,AL
GOPR0865,6/8/15,Krill odor (low),20,pre,1:40,2,0,54,0,AL
GOPR0865,6/8/15,Krill odor (low),21,pre,1:45,4,0,59,0,AL
GOPR0865,6/8/15,Krill odor (low),22,pre,1:50,1,1,89,0.011235955,AL
GOPR0865,6/8/15,Krill odor (low),23,pre,1:55,3,0,59,0,AL
GOPR0865,6/8/15,Krill odor (low),24,pre,2:00,1,3,94,0.031914894,AL
GOPR0865,6/8/15,Krill odor (low),25,post,2:05,3,2,72,0.027777778,AL
GOPR0865,6/8/15,Krill odor (low),26,post,2:10,3,14,52,0.269230769,AL
GOPR0865,6/8/15,Krill odor (low),27,post,2:15,1,23,86,0.26744186,AL
GOPR0865,6/8/15,Krill odor (low),28,post,2:20,2,0,33,0,AL
GOPR0865,6/8/15,Krill odor (low),29,post,2:25,4,6,86,0.069767442,AL
GOPR0865,6/8/15,Krill odor (low),30,post,2:30,2,2,50,0.04,AL
GOPR0865,6/8/15,Krill odor (low),31,post,2:35,3,0,65,0,AL
GOPR0865,6/8/15,Krill odor (low),32,post,2:40,2,1,66,0.015151515,AL
GOPR0865,6/8/15,Krill odor (low),33,post,2:45,3,0,53,0,AL
GOPR0865,6/8/15,Krill odor (low),34,post,2:50,1,0,73,0,AL
GOPR0865,6/8/15,Krill odor (low),35,post,2:55,1,0,65,0,AL
GOPR0865,6/8/15,Krill odor (low),36,post,3:00,3,0,77,0,AL
GOPR0865,6/8/15,Krill odor (low),37,post,3:05,4,0,57,0,AL
GOPR0865,6/8/15,Krill odor (low),38,post,3:10,3,0,64,0,AL
GOPR0865,6/8/15,Krill odor (low),39,post,3:15,4,0,50,0,AL
GOPR0865,6/8/15,Krill odor (low),40,post,3:20,2,1,88,0.011363636,AL
GOPR0865,6/8/15,Krill odor (low),41,post,3:25,3,3,43,0.069767442,AL
GOPR0865,6/8/15,Krill odor (low),42,post,3:30,1,0,49,0,AL
GOPR0865,6/8/15,Krill odor (low),43,post,3:35,2,1,86,0.011627907,AL
GOPR0865,6/8/15,Krill odor (low),44,post,3:40,3,0,64,0,AL
GOPR0865,6/8/15,Krill odor (low),45,post,3:45,4,1,65,0.015384615,AL
GOPR1059,6/27/15,Bf Plastic (high),9,pre,0:45,1,1,89,0.011235955,AA
GOPR1059,6/27/15,Bf Plastic (high),10,pre,0:50,1,1,92,0.010869565,AA
GOPR1059,6/27/15,Bf Plastic (high),11,pre,0:55,4,2,119,0.016806723,AA
GOPR1059,6/27/15,Bf Plastic (high),12,pre,1:00,3,0,98,0,AA
GOPR1059,6/27/15,Bf Plastic (high),13,pre,1:05,3,0,89,0,AA
GOPR1059,6/27/15,Bf Plastic (high),14,pre,1:10,2,2,94,0.021276596,AA
GOPR1059,6/27/15,Bf Plastic (high),15,pre,1:15,1,1,88,0.011363636,AA
GOPR1059,6/27/15,Bf Plastic (high),16,pre,1:20,2,5,96,0.052083333,AA
GOPR1059,6/27/15,Bf Plastic (high),17,pre,1:25,2,3,101,0.02970297,AA
GOPR1059,6/27/15,Bf Plastic (high),18,pre,1:30,2,2,92,0.02173913,AA
GOPR1059,6/27/15,Bf Plastic (high),19,pre,1:35,1,3,97,0.030927835,AA
GOPR1059,6/27/15,Bf Plastic (high),20,pre,1:40,4,0,96,0,AA
GOPR1059,6/27/15,Bf Plastic (high),21,pre,1:45,2,1,72,0.013888889,AA
GOPR1059,6/27/15,Bf Plastic (high),22,pre,1:50,4,1,75,0.013333333,AA
GOPR1059,6/27/15,Bf Plastic (high),23,pre,1:55,3,2,99,0.02020202,AA
GOPR1059,6/27/15,Bf Plastic (high),24,pre,2:00,4,0,98,0,AA
GOPR1059,6/27/15,Bf Plastic (high),25,post,2:05,3,1,89,0.011235955,AA
GOPR1059,6/27/15,Bf Plastic (high),26,post,2:10,3,2,93,0.021505376,AA
GOPR1059,6/27/15,Bf Plastic (high),27,post,2:15,4,3,121,0.024793388,AA
GOPR1059,6/27/15,Bf Plastic (high),28,post,2:20,2,4,96,0.041666667,AA
GOPR1059,6/27/15,Bf Plastic (high),29,post,2:25,4,4,119,0.033613445,AA
GOPR1059,6/27/15,Bf Plastic (high),30,post,2:30,1,2,51,0.039215686,AA
GOPR1059,6/27/15,Bf Plastic (high),31,post,2:35,1,40,101,0.396039604,AA
GOPR1059,6/27/15,Bf Plastic (high),32,post,2:40,2,16,96,0.166666667,AA
GOPR1059,6/27/15,Bf Plastic (high),33,post,2:45,3,17,118,0.144067797,AA
GOPR1059,6/27/15,Bf Plastic (high),34,post,2:50,4,21,84,0.25,AA
GOPR1059,6/27/15,Bf Plastic (high),35,post,2:55,2,10,58,0.172413793,AA
GOPR1059,6/27/15,Bf Plastic (high),36,post,3:00,3,76,114,0.666666667,AA
GOPR1059,6/27/15,Bf Plastic (high),37,post,3:05,2,66,84,0.785714286,AA
GOPR1059,6/27/15,Bf Plastic (high),38,post,3:10,1,53,112,0.473214286,AA
GOPR1059,6/27/15,Bf Plastic (high),39,post,3:15,2,12,76,0.157894737,AA
GOPR1059,6/27/15,Bf Plastic (high),40,post,3:20,3,12,69,0.173913043,AA
GOPR1059,6/27/15,Bf Plastic (high),41,post,3:25,3,14,68,0.205882353,AA
GOPR1059,6/27/15,Bf Plastic (high),42,post,3:30,2,13,79,0.164556962,AA
GOPR1059,6/27/15,Bf Plastic (high),43,post,3:35,4,5,65,0.076923077,AA
GOPR1059,6/27/15,Bf Plastic (high),44,post,3:40,3,18,96,0.1875,AA
GOPR1059,6/27/15,Bf Plastic (high),45,post,3:45,4,12,78,0.153846154,AA
GOPR1062,6/27/15,SW Control,9,pre,0:45,2,2,86,0.023255814,AA
GOPR1062,6/27/15,SW Control,10,pre,0:50,1,2,89,0.02247191,AA
GOPR1062,6/27/15,SW Control,11,pre,0:55,4,0,80,0,AA
GOPR1062,6/27/15,SW Control,12,pre,1:00,2,0,81,0,AA
GOPR1062,6/27/15,SW Control,13,pre,1:05,1,0,90,0,AA
GOPR1062,6/27/15,SW Control,14,pre,1:10,2,0,82,0,AA
GOPR1062,6/27/15,SW Control,15,pre,1:15,3,1,85,0.011764706,AA
GOPR1062,6/27/15,SW Control,16,pre,1:20,4,3,93,0.032258065,AA
GOPR1062,6/27/15,SW Control,17,pre,1:25,3,0,81,0,AA
GOPR1062,6/27/15,SW Control,18,pre,1:30,2,2,66,0.03030303,AA
GOPR1062,6/27/15,SW Control,19,pre,1:35,1,3,93,0.032258065,AA
GOPR1062,6/27/15,SW Control,20,pre,1:40,2,1,73,0.01369863,AA
GOPR1062,6/27/15,SW Control,21,pre,1:45,4,0,86,0,AA
GOPR1062,6/27/15,SW Control,22,pre,1:50,1,3,94,0.031914894,AA
GOPR1062,6/27/15,SW Control,23,pre,1:55,3,4,90,0.044444444,AA
GOPR1062,6/27/15,SW Control,24,pre,2:00,3,0,84,0,AA
GOPR1062,6/27/15,SW Control,25,post,2:05,3,0,98,0,AA
GOPR1062,6/27/15,SW Control,26,post,2:10,4,1,102,0.009803922,AA
GOPR1062,6/27/15,SW Control,27,post,2:15,4,2,92,0.02173913,AA
GOPR1062,6/27/15,SW Control,28,post,2:20,4,2,85,0.023529412,AA
GOPR1062,6/27/15,SW Control,29,post,2:25,1,1,86,0.011627907,AA
GOPR1062,6/27/15,SW Control,30,post,2:30,4,1,83,0.012048193,AA
GOPR1062,6/27/15,SW Control,31,post,2:35,2,3,70,0.042857143,AA
GOPR1062,6/27/15,SW Control,32,post,2:40,2,1,60,0.016666667,AA
GOPR1062,6/27/15,SW Control,33,post,2:45,3,3,92,0.032608696,AA
GOPR1062,6/27/15,SW Control,34,post,2:50,4,0,96,0,AA
GOPR1062,6/27/15,SW Control,35,post,2:55,1,1,82,0.012195122,AA
GOPR1062,6/27/15,SW Control,36,post,3:00,4,0,94,0,AA
GOPR1062,6/27/15,SW Control,37,post,3:05,2,2,81,0.024691358,AA
GOPR1062,6/27/15,SW Control,38,post,3:10,1,2,101,0.01980198,AA
GOPR1062,6/27/15,SW Control,39,post,3:15,4,0,99,0,AA
GOPR1062,6/27/15,SW Control,40,post,3:20,2,1,80,0.0125,AA
GOPR1062,6/27/15,SW Control,41,post,3:25,1,4,89,0.04494382,AA
GOPR1062,6/27/15,SW Control,42,post,3:30,4,1,89,0.011235955,AA
GOPR1062,6/27/15,SW Control,43,post,3:35,1,5,98,0.051020408,AA
GOPR1062,6/27/15,SW Control,44,post,3:40,4,1,94,0.010638298,AA
GOPR1062,6/27/15,SW Control,45,post,3:45,3,1,84,0.011904762,AA
GOPR1066,6/27/15,Krill odor (high),9,pre,0:45,1,1,81,0.012345679,AA
GOPR1066,6/27/15,Krill odor (high),10,pre,0:50,1,1,86,0.011627907,AA
GOPR1066,6/27/15,Krill odor (high),11,pre,0:55,3,1,94,0.010638298,AA
GOPR1066,6/27/15,Krill odor (high),12,pre,1:00,1,2,93,0.021505376,AA
GOPR1066,6/27/15,Krill odor (high),13,pre,1:05,4,0,89,0,AA
GOPR1066,6/27/15,Krill odor (high),14,pre,1:10,4,0,86,0,AA
GOPR1066,6/27/15,Krill odor (high),15,pre,1:15,1,0,90,0,AA
GOPR1066,6/27/15,Krill odor (high),16,pre,1:20,4,1,79,0.012658228,AA
GOPR1066,6/27/15,Krill odor (high),17,pre,1:25,1,1,84,0.011904762,AA
GOPR1066,6/27/15,Krill odor (high),18,pre,1:30,1,0,79,0,AA
GOPR1066,6/27/15,Krill odor (high),19,pre,1:35,2,1,85,0.011764706,AA
GOPR1066,6/27/15,Krill odor (high),20,pre,1:40,3,1,97,0.010309278,AA
GOPR1066,6/27/15,Krill odor (high),21,pre,1:45,2,1,96,0.010416667,AA
GOPR1066,6/27/15,Krill odor (high),22,pre,1:50,4,1,90,0.011111111,AA
GOPR1066,6/27/15,Krill odor (high),23,pre,1:55,1,0,83,0,AA
GOPR1066,6/27/15,Krill odor (high),24,pre,2:00,2,10,84,0.119047619,AA
GOPR1066,6/27/15,Krill odor (high),25,post,2:05,4,1,75,0.013333333,AA
GOPR1066,6/27/15,Krill odor (high),26,post,2:10,1,0,78,0,AA
GOPR1066,6/27/15,Krill odor (high),27,post,2:15,1,0,53,0,AA
GOPR1066,6/27/15,Krill odor (high),28,post,2:20,1,3,68,0.044117647,AA
GOPR1066,6/27/15,Krill odor (high),29,post,2:25,2,3,59,0.050847458,AA
GOPR1066,6/27/15,Krill odor (high),30,post,2:30,1,36,106,0.339622642,AA
GOPR1066,6/27/15,Krill odor (high),31,post,2:35,4,44,57,0.771929825,AA
GOPR1066,6/27/15,Krill odor (high),32,post,2:40,4,86,119,0.722689076,AA
GOPR1066,6/27/15,Krill odor (high),33,post,2:45,3,20,78,0.256410256,AA
GOPR1066,6/27/15,Krill odor (high),34,post,2:50,1,42,102,0.411764706,AA
GOPR1066,6/27/15,Krill odor (high),35,post,2:55,2,45,66,0.681818182,AA
GOPR1066,6/27/15,Krill odor (high),36,post,3:00,3,15,81,0.185185185,AA
GOPR1066,6/27/15,Krill odor (high),37,post,3:05,2,4,43,0.093023256,AA
GOPR1066,6/27/15,Krill odor (high),38,post,3:10,3,24,88,0.272727273,AA
GOPR1066,6/27/15,Krill odor (high),39,post,3:15,4,11,84,0.130952381,AA
GOPR1066,6/27/15,Krill odor (high),40,post,3:20,2,9,46,0.195652174,AA
GOPR1066,6/27/15,Krill odor (high),41,post,3:25,2,26,77,0.337662338,AA
GOPR1066,6/27/15,Krill odor (high),42,post,3:30,3,20,73,0.273972603,AA
GOPR1066,6/27/15,Krill odor (high),43,post,3:35,3,8,96,0.083333333,AA
GOPR1066,6/27/15,Krill odor (high),44,post,3:40,4,8,62,0.129032258,AA
GOPR1066,6/27/15,Krill odor (high),45,post,3:45,2,2,53,0.037735849,AA
GOPR1073,6/27/15,Clean Plastic (high),9,pre,0:45,4,0,82,0,AA
GOPR1073,6/27/15,Clean Plastic (high),10,pre,0:50,3,3,63,0.047619048,AA
GOPR1073,6/27/15,Clean Plastic (high),11,pre,0:55,3,3,79,0.037974684,AA
GOPR1073,6/27/15,Clean Plastic (high),12,pre,1:00,2,2,85,0.023529412,AA
GOPR1073,6/27/15,Clean Plastic (high),13,pre,1:05,3,1,78,0.012820513,AA
GOPR1073,6/27/15,Clean Plastic (high),14,pre,1:10,3,2,80,0.025,AA
GOPR1073,6/27/15,Clean Plastic (high),15,pre,1:15,1,3,77,0.038961039,AA
GOPR1073,6/27/15,Clean Plastic (high),16,pre,1:20,3,2,87,0.022988506,AA
GOPR1073,6/27/15,Clean Plastic (high),17,pre,1:25,4,2,92,0.02173913,AA
GOPR1073,6/27/15,Clean Plastic (high),18,pre,1:30,2,1,68,0.014705882,AA
GOPR1073,6/27/15,Clean Plastic (high),19,pre,1:35,4,1,99,0.01010101,AA
GOPR1073,6/27/15,Clean Plastic (high),20,pre,1:40,2,1,79,0.012658228,AA
GOPR1073,6/27/15,Clean Plastic (high),21,pre,1:45,3,3,92,0.032608696,AA
GOPR1073,6/27/15,Clean Plastic (high),22,pre,1:50,2,4,72,0.055555556,AA
GOPR1073,6/27/15,Clean Plastic (high),23,pre,1:55,1,7,98,0.071428571,AA
GOPR1073,6/27/15,Clean Plastic (high),24,pre,2:00,2,4,75,0.053333333,AA
GOPR1073,6/27/15,Clean Plastic (high),25,post,2:05,2,0,80,0,AA
GOPR1073,6/27/15,Clean Plastic (high),26,post,2:10,1,0,98,0,AA
GOPR1073,6/27/15,Clean Plastic (high),27,post,2:15,2,2,87,0.022988506,AA
GOPR1073,6/27/15,Clean Plastic (high),28,post,2:20,4,1,94,0.010638298,AA
GOPR1073,6/27/15,Clean Plastic (high),29,post,2:25,1,1,85,0.011764706,AA
GOPR1073,6/27/15,Clean Plastic (high),30,post,2:30,2,2,80,0.025,AA
GOPR1073,6/27/15,Clean Plastic (high),31,post,2:35,2,3,73,0.04109589,AA
GOPR1073,6/27/15,Clean Plastic (high),32,post,2:40,2,3,78,0.038461538,AA
GOPR1073,6/27/15,Clean Plastic (high),33,post,2:45,1,1,105,0.00952381,AA
GOPR1073,6/27/15,Clean Plastic (high),34,post,2:50,2,0,103,0,AA
GOPR1073,6/27/15,Clean Plastic (high),35,post,2:55,2,3,105,0.028571429,AA
GOPR1073,6/27/15,Clean Plastic (high),36,post,3:00,3,1,82,0.012195122,AA
GOPR1073,6/27/15,Clean Plastic (high),37,post,3:05,3,1,91,0.010989011,AA
GOPR1073,6/27/15,Clean Plastic (high),38,post,3:10,1,2,102,0.019607843,AA
GOPR1073,6/27/15,Clean Plastic (high),39,post,3:15,1,2,105,0.019047619,AA
GOPR1073,6/27/15,Clean Plastic (high),40,post,3:20,1,1,111,0.009009009,AA
GOPR1073,6/27/15,Clean Plastic (high),41,post,3:25,4,1,91,0.010989011,AA
GOPR1073,6/27/15,Clean Plastic (high),42,post,3:30,3,3,103,0.029126214,AA
GOPR1073,6/27/15,Clean Plastic (high),43,post,3:35,3,1,86,0.011627907,AA
GOPR1073,6/27/15,Clean Plastic (high),44,post,3:40,2,2,74,0.027027027,AA
GOPR1073,6/27/15,Clean Plastic (high),45,post,3:45,3,0,87,0,AA
GOPR1076,6/27/15,Food,9,pre,0:45,4,0,99,0,AA
GOPR1076,6/27/15,Food,10,pre,0:50,4,1,100,0.01,AA
GOPR1076,6/27/15,Food,11,pre,0:55,4,2,94,0.021276596,AA
GOPR1076,6/27/15,Food,12,pre,1:00,2,2,93,0.021505376,AA
GOPR1076,6/27/15,Food,13,pre,1:05,1,3,99,0.03030303,AA
GOPR1076,6/27/15,Food,14,pre,1:10,4,1,95,0.010526316,AA
GOPR1076,6/27/15,Food,15,pre,1:15,2,1,85,0.011764706,AA
GOPR1076,6/27/15,Food,16,pre,1:20,3,1,92,0.010869565,AA
GOPR1076,6/27/15,Food,17,pre,1:25,1,1,111,0.009009009,AA
GOPR1076,6/27/15,Food,18,pre,1:30,4,0,78,0,AA
GOPR1076,6/27/15,Food,19,pre,1:35,2,3,92,0.032608696,AA
GOPR1076,6/27/15,Food,20,pre,1:40,2,2,93,0.021505376,AA
GOPR1076,6/27/15,Food,21,pre,1:45,2,1,89,0.011235955,AA
GOPR1076,6/27/15,Food,22,pre,1:50,3,0,90,0,AA
GOPR1076,6/27/15,Food,23,pre,1:55,4,2,99,0.02020202,AA
GOPR1076,6/27/15,Food,24,pre,2:00,3,38,103,0.368932039,AA
GOPR1076,6/27/15,Food,25,post,2:05,3,15,79,0.189873418,AA
GOPR1076,6/27/15,Food,26,post,2:10,4,13,132,0.098484848,AA
GOPR1076,6/27/15,Food,27,post,2:15,2,20,98,0.204081633,AA
GOPR1076,6/27/15,Food,28,post,2:20,4,19,92,0.206521739,AA
GOPR1076,6/27/15,Food,29,post,2:25,3,17,36,0.472222222,AA
GOPR1076,6/27/15,Food,30,post,2:30,2,40,116,0.344827586,AA
GOPR1076,6/27/15,Food,31,post,2:35,4,32,72,0.444444444,AA
GOPR1076,6/27/15,Food,32,post,2:40,4,15,26,0.576923077,AA
GOPR1076,6/27/15,Food,33,post,2:45,2,24,76,0.315789474,AA
GOPR1076,6/27/15,Food,34,post,2:50,1,83,114,0.728070175,AA
GOPR1076,6/27/15,Food,35,post,2:55,4,1,48,0.020833333,AA
GOPR1076,6/27/15,Food,36,post,3:00,2,3,36,0.083333333,AA
GOPR1076,6/27/15,Food,37,post,3:05,1,32,143,0.223776224,AA
GOPR1076,6/27/15,Food,38,post,3:10,2,61,80,0.7625,AA
GOPR1076,6/27/15,Food,39,post,3:15,3,53,73,0.726027397,AA
GOPR1076,6/27/15,Food,40,post,3:20,2,28,69,0.405797101,AA
GOPR1076,6/27/15,Food,41,post,3:25,4,6,78,0.076923077,AA
GOPR1076,6/27/15,Food,42,post,3:30,4,11,65,0.169230769,AA
GOPR1076,6/27/15,Food,43,post,3:35,2,7,91,0.076923077,AA
GOPR1076,6/27/15,Food,44,post,3:40,3,36,74,0.486486486,AA
GOPR1076,6/27/15,Food,45,post,3:45,4,9,54,0.166666667,AA
GOPR0868,6/8/15,Bf Plastic (high),9,pre,0:45,3,0,52,0,AL
GOPR0868,6/8/15,Bf Plastic (high),10,pre,0:50,2,1,71,0.014084507,AL
GOPR0868,6/8/15,Bf Plastic (high),11,pre,0:55,1,0,64,0,AL
GOPR0868,6/8/15,Bf Plastic (high),12,pre,1:00,2,1,66,0.015151515,AL
GOPR0868,6/8/15,Bf Plastic (high),13,pre,1:05,3,0,63,0,AL
GOPR0868,6/8/15,Bf Plastic (high),14,pre,1:10,4,0,64,0,AL
GOPR0868,6/8/15,Bf Plastic (high),15,pre,1:15,3,0,63,0,AL
GOPR0868,6/8/15,Bf Plastic (high),16,pre,1:20,2,1,49,0.020408163,AL
GOPR0868,6/8/15,Bf Plastic (high),17,pre,1:25,3,0,70,0,AL
GOPR0868,6/8/15,Bf Plastic (high),18,pre,1:30,1,0,70,0,AL
GOPR0868,6/8/15,Bf Plastic (high),19,pre,1:35,2,2,50,0.04,AL
GOPR0868,6/8/15,Bf Plastic (high),20,pre,1:40,2,0,66,0,AL
GOPR0868,6/8/15,Bf Plastic (high),21,pre,1:45,3,0,59,0,AL
GOPR0868,6/8/15,Bf Plastic (high),22,pre,1:50,4,0,28,0,AL
GOPR0868,6/8/15,Bf Plastic (high),23,pre,1:55,1,0,91,0,AL
GOPR0868,6/8/15,Bf Plastic (high),24,pre,2:00,2,2,66,0.03030303,AL
GOPR0868,6/8/15,Bf Plastic (high),25,post,2:05,3,0,51,0,AL
GOPR0868,6/8/15,Bf Plastic (high),26,post,2:10,4,0,55,0,AL
GOPR0868,6/8/15,Bf Plastic (high),27,post,2:15,2,0,57,0,AL
GOPR0868,6/8/15,Bf Plastic (high),28,post,2:20,3,0,64,0,AL
GOPR0868,6/8/15,Bf Plastic (high),29,post,2:25,2,0,63,0,AL
GOPR0868,6/8/15,Bf Plastic (high),30,post,2:30,1,3,91,0.032967033,AL
GOPR0868,6/8/15,Bf Plastic (high),31,post,2:35,3,5,36,0.138888889,AL
GOPR0868,6/8/15,Bf Plastic (high),32,post,2:40,4,5,27,0.185185185,AL
GOPR0868,6/8/15,Bf Plastic (high),33,post,2:45,3,13,25,0.52,AL
GOPR0868,6/8/15,Bf Plastic (high),34,post,2:50,2,20,72,0.277777778,AL
GOPR0868,6/8/15,Bf Plastic (high),35,post,2:55,1,38,128,0.296875,AL
GOPR0868,6/8/15,Bf Plastic (high),36,post,3:00,2,3,14,0.214285714,AL
GOPR0868,6/8/15,Bf Plastic (high),37,post,3:05,3,24,50,0.48,AL
GOPR0868,6/8/15,Bf Plastic (high),38,post,3:10,2,5,14,0.357142857,AL
GOPR0868,6/8/15,Bf Plastic (high),39,post,3:15,2,13,49,0.265306122,AL
GOPR0868,6/8/15,Bf Plastic (high),40,post,3:20,3,15,62,0.241935484,AL
GOPR0868,6/8/15,Bf Plastic (high),41,post,3:25,2,22,46,0.47826087,AL
GOPR0868,6/8/15,Bf Plastic (high),42,post,3:30,2,3,75,0.04,AL
GOPR0868,6/8/15,Bf Plastic (high),43,post,3:35,3,5,59,0.084745763,AL
GOPR0868,6/8/15,Bf Plastic (high),44,post,3:40,4,1,33,0.03030303,AL
GOPR0868,6/8/15,Bf Plastic (high),45,post,3:45,4,0,11,0,AL
GOPR0871,6/8/15,Clean Plastic (med),9,pre,0:45,1,2,81,0.024691358,AL
GOPR0871,6/8/15,Clean Plastic (med),10,pre,0:50,2,2,56,0.035714286,AL
GOPR0871,6/8/15,Clean Plastic (med),11,pre,0:55,4,1,64,0.015625,AL
GOPR0871,6/8/15,Clean Plastic (med),12,pre,1:00,3,0,67,0,AL
GOPR0871,6/8/15,Clean Plastic (med),13,pre,1:05,2,1,69,0.014492754,AL
GOPR0871,6/8/15,Clean Plastic (med),14,pre,1:10,2,1,44,0.022727273,AL
GOPR0871,6/8/15,Clean Plastic (med),15,pre,1:15,2,1,81,0.012345679,AL
GOPR0871,6/8/15,Clean Plastic (med),16,pre,1:20,4,0,43,0,AL
GOPR0871,6/8/15,Clean Plastic (med),17,pre,1:25,4,0,56,0,AL
GOPR0871,6/8/15,Clean Plastic (med),18,pre,1:30,4,0,63,0,AL
GOPR0871,6/8/15,Clean Plastic (med),19,pre,1:35,3,0,55,0,AL
GOPR0871,6/8/15,Clean Plastic (med),20,pre,1:40,3,1,56,0.017857143,AL
GOPR0871,6/8/15,Clean Plastic (med),21,pre,1:45,1,2,81,0.024691358,AL
GOPR0871,6/8/15,Clean Plastic (med),22,pre,1:50,1,1,70,0.014285714,AL
GOPR0871,6/8/15,Clean Plastic (med),23,pre,1:55,2,2,68,0.029411765,AL
GOPR0871,6/8/15,Clean Plastic (med),24,pre,2:00,3,3,60,0.05,AL
GOPR0871,6/8/15,Clean Plastic (med),25,post,2:05,4,2,59,0.033898305,AL
GOPR0871,6/8/15,Clean Plastic (med),26,post,2:10,2,1,47,0.021276596,AL
GOPR0871,6/8/15,Clean Plastic (med),27,post,2:15,3,0,50,0,AL
GOPR0871,6/8/15,Clean Plastic (med),28,post,2:20,2,4,73,0.054794521,AL
GOPR0871,6/8/15,Clean Plastic (med),29,post,2:25,4,0,74,0,AL
GOPR0871,6/8/15,Clean Plastic (med),30,post,2:30,1,0,61,0,AL
GOPR0871,6/8/15,Clean Plastic (med),31,post,2:35,2,2,66,0.03030303,AL
GOPR0871,6/8/15,Clean Plastic (med),32,post,2:40,3,0,61,0,AL
GOPR0871,6/8/15,Clean Plastic (med),33,post,2:45,1,1,88,0.011363636,AL
GOPR0871,6/8/15,Clean Plastic (med),34,post,2:50,4,0,53,0,AL
GOPR0871,6/8/15,Clean Plastic (med),35,post,2:55,2,1,55,0.018181818,AL
GOPR0871,6/8/15,Clean Plastic (med),36,post,3:00,1,0,82,0,AL
GOPR0871,6/8/15,Clean Plastic (med),37,post,3:05,3,1,53,0.018867925,AL
GOPR0871,6/8/15,Clean Plastic (med),38,post,3:10,2,2,54,0.037037037,AL
GOPR0871,6/8/15,Clean Plastic (med),39,post,3:15,4,1,60,0.016666667,AL
GOPR0871,6/8/15,Clean Plastic (med),40,post,3:20,3,2,68,0.029411765,AL
GOPR0871,6/8/15,Clean Plastic (med),41,post,3:25,1,1,76,0.013157895,AL
GOPR0871,6/8/15,Clean Plastic (med),42,post,3:30,2,0,64,0,AL
GOPR0871,6/8/15,Clean Plastic (med),43,post,3:35,1,0,75,0,AL
GOPR0871,6/8/15,Clean Plastic (med),44,post,3:40,2,0,60,0,AL
GOPR0871,6/8/15,Clean Plastic (med),45,post,3:45,3,0,66,0,AL
GOPR0874,6/8/15,Krill odor (high),9,pre,0:45,3,0,69,0,AL
GOPR0874,6/8/15,Krill odor (high),10,pre,0:50,2,0,68,0,AL
GOPR0874,6/8/15,Krill odor (high),11,pre,0:55,3,1,69,0.014492754,AL
GOPR0874,6/8/15,Krill odor (high),12,pre,1:00,4,1,64,0.015625,AL
GOPR0874,6/8/15,Krill odor (high),13,pre,1:05,1,4,98,0.040816327,AL
GOPR0874,6/8/15,Krill odor (high),14,pre,1:10,3,1,70,0.014285714,AL
GOPR0874,6/8/15,Krill odor (high),15,pre,1:15,2,5,62,0.080645161,AL
GOPR0874,6/8/15,Krill odor (high),16,pre,1:20,2,0,50,0,AL
GOPR0874,6/8/15,Krill odor (high),17,pre,1:25,2,0,64,0,AL
GOPR0874,6/8/15,Krill odor (high),18,pre,1:30,2,0,72,0,AL
GOPR0874,6/8/15,Krill odor (high),19,pre,1:35,3,0,61,0,AL
GOPR0874,6/8/15,Krill odor (high),20,pre,1:40,2,0,67,0,AL
GOPR0874,6/8/15,Krill odor (high),21,pre,1:45,4,1,56,0.017857143,AL
GOPR0874,6/8/15,Krill odor (high),22,pre,1:50,4,0,47,0,AL
GOPR0874,6/8/15,Krill odor (high),23,pre,1:55,3,5,71,0.070422535,AL
GOPR0874,6/8/15,Krill odor (high),24,pre,2:00,2,1,74,0.013513514,AL
GOPR0874,6/8/15,Krill odor (high),25,post,2:05,2,0,65,0,AL
GOPR0874,6/8/15,Krill odor (high),26,post,2:10,1,0,70,0,AL
GOPR0874,6/8/15,Krill odor (high),27,post,2:15,2,0,33,0,AL
GOPR0874,6/8/15,Krill odor (high),28,post,2:20,1,0,59,0,AL
GOPR0874,6/8/15,Krill odor (high),29,post,2:25,3,1,78,0.012820513,AL
GOPR0874,6/8/15,Krill odor (high),30,post,2:30,4,0,64,0,AL
GOPR0874,6/8/15,Krill odor (high),31,post,2:35,3,1,69,0.014492754,AL
GOPR0874,6/8/15,Krill odor (high),32,post,2:40,2,3,53,0.056603774,AL
GOPR0874,6/8/15,Krill odor (high),33,post,2:45,3,1,75,0.013333333,AL
GOPR0874,6/8/15,Krill odor (high),34,post,2:50,4,3,5,0.6,AL
GOPR0874,6/8/15,Krill odor (high),35,post,2:55,3,8,69,0.115942029,AL
GOPR0874,6/8/15,Krill odor (high),36,post,3:00,2,18,43,0.418604651,AL
